TimeStep,Probe1_Ez,Probe2_Ez
448,0.028066,6.35841e-39
449,0.0197989,3.62001e-38
450,0.00928642,2.01394e-37
451,-0.00146672,1.09523e-36
452,-0.0102801,5.82413e-36
453,-0.0152819,3.02941e-35
454,-0.01545,1.54178e-34
455,-0.010961,7.67984e-34
456,-0.0031374,3.74521e-33
457,0.00604348,1.78862e-32
458,0.0146953,8.36745e-32
459,0.0216956,3.83549e-31
460,0.0269818,1.72311e-30
461,0.031343,7.58885e-30
462,0.0358267,3.27732e-29
463,0.0410619,1.38817e-28
464,0.0468294,5.76832e-28
465,0.0520695,2.35198e-27
466,0.0552956,9.41216e-27
467,0.0551838,3.6975e-26
468,0.05106,1.4262e-25
469,0.0430924,5.40241e-25
470,0.0321791,2.0101e-24
471,0.0196567,7.34761e-24
472,0.0069936,2.6391e-23
473,-0.00444493,9.31578e-23
474,-0.013568,3.23229e-22
475,-0.0197181,1.10256e-21
476,-0.0228253,3.69794e-21
477,-0.0234888,1.2197e-20
478,-0.0228838,3.95679e-20
479,-0.0224562,1.26268e-19
480,-0.0234773,3.96429e-19
481,-0.0266287,1.22466e-18
482,-0.0317842,3.72304e-18
483,-0.0380642,1.11396e-17
484,-0.0441154,3.28079e-17
485,-0.0484901,9.51211e-17
486,-0.049996,2.71526e-16
487,-0.0479354,7.63184e-16
488,-0.0422076,2.11239e-15
489,-0.03328,5.75818e-15
490,-0.0220509,1.54598e-14
491,-0.00964963,4.08857e-14
492,0.0027573,1.06517e-13
493,0.0140854,2.73392e-13
494,0.0233575,6.91354e-13
495,0.029688,1.72264e-12
496,0.0323238,4.22958e-12
497,0.0308079,1.02337e-11
498,0.0252256,2.44023e-11
499,0.0163908,5.73469e-11
500,0.00581496,1.32829e-10
501,-0.00459976,3.03246e-10
502,-0.013041,6.82396e-10
503,-0.0182331,1.51367e-09
504,-0.0196626,3.3097e-09
505,-0.0175293,7.13384e-09
506,-0.0125199,1.51579e-08
507,-0.0055617,3.17501e-08
508,0.00234064,6.55605e-08
509,0.0101956,1.33454e-07
