TimeStep,Probe1_Ez,Probe2_Ez
2351,-0.000730786,-0.000632944
2352,-0.00092188,-0.000419201
2353,-0.00108026,-0.000172649
2354,-0.00115292,-5.53919e-05
2355,-0.0010921,-0.000191799
2356,-0.00086949,-0.000616669
2357,-0.000486135,-0.00126796
2358,2.17869e-05,-0.00202247
2359,0.000582877,-0.00274715
2360,0.0011003,-0.0033347
2361,0.00147456,-0.00371107
2362,0.00163537,-0.00382707
2363,0.00156961,-0.00365561
2364,0.00132931,-0.00320401
2365,0.00101099,-0.00253027
2366,0.000713657,-0.00174282
2367,0.000496489,-0.000974558
2368,0.000359292,-0.000343145
2369,0.000256315,7.93226e-05
2370,0.000134569,0.000272758
2371,-2.65418e-05,0.000257385
2372,-0.000197598,8.19101e-05
2373,-0.000313389,-0.000177691
2374,-0.00031026,-0.000417077
2375,-0.000165247,-0.000518951
2376,8.46105e-05,-0.000392628
2377,0.00035318,-2.02951e-05
2378,0.000540748,0.000523449
2379,0.000575963,0.00110094
2380,0.000443004,0.00157857
2381,0.000180768,0.00189111
2382,-0.00014399,0.00206185
2383,-0.000473081,0.00216816
2384,-0.000780985,0.00228029
2385,-0.00107269,0.00241742
2386,-0.00135868,0.00254739
2387,-0.00162642,0.00262082
2388,-0.00183094,0.00260674
2389,-0.00191369,0.00250282
2390,-0.00183796,0.00232006
2391,-0.00161547,0.00206411
2392,-0.00130362,0.0017341
2393,-0.000974005,0.00133871
2394,-0.000674343,0.000910096
2395,-0.000411211,0.000497359
2396,-0.000165439,0.000141821
2397,7.35767e-05,-0.000144316
2398,0.00028329,-0.000375138
2399,0.000414457,-0.000564866
2400,0.000425505,-0.000702227
2401,0.000319375,-0.000751941
2402,0.000154748,-0.000688148
2403,2.24876e-05,-0.000536113
2404,3.5244e-06,-0.000387509
2405,0.000136331,-0.000371144
2406,0.000412233,-0.00059248
2407,0.000794289,-0.00107735
2408,0.00123919,-0.00175212
2409,0.00170406,-0.00246887
2410,0.00213757,-0.0030585
2411,0.00247112,-0.00338513
2412,0.00262742,-0.00338159
2413,0.00254831,-0.00306019
2414,0.00222634,-0.00250153
2415,0.00171815,-0.0018265
2416,0.00112896,-0.00115802
2417,0.000575966,-0.000584187
2418,0.000150917,-0.000138733
2419,-0.000101101,0.000189932
2420,-0.000182362,0.000426051
2421,-0.000130782,0.000573092
2422,-6.00697e-06,0.000606232
2423,0.00012267,0.000500097
2424,0.000189152,0.000272901
2425,0.000146516,1.09405e-05
2426,-1.77693e-05,-0.0001529
2427,-0.000276314,-0.000100976
2428,-0.00057247,0.000203842
2429,-0.000844352,0.00069255
2430,-0.00105046,0.00122257
2431,-0.00118393,0.00164908
2432,-0.0012699,0.00189171
2433,-0.00135017,0.00195937
2434,-0.00146471,0.0019252
2435,-0.00163708,0.00187452
2436,-0.00186577,0.00185914
2437,-0.0021206,0.00187958
2438,-0.00234537,0.00189529
2439,-0.0024697,0.00184849
2440,-0.00243125,0.0016873
2441,-0.00220159,0.00138299
2442,-0.00180239,0.000941991
2443,-0.00130036,0.000411965
2444,-0.000780255,-0.000123122
2445,-0.000310275,-0.000564165
2446,7.96327e-05,-0.000830872
2447,0.000393693,-0.000894412
2448,0.000645345,-0.000790836
2449,0.000831567,-0.000605502
2450,0.000927581,-0.000434779
2451,0.000908208,-0.000344756
2452,0.000781648,-0.000348728
2453,0.000610278,-0.000414436
2454,0.000499516,-0.00049524
2455,0.000556058,-0.000566156
2456,0.000837021,-0.000643411
2457,0.0013182,-0.000775433
2458,0.00189882,-0.00100929
2459,0.00243943,-0.00135094
2460,0.00281248,-0.00174272
2461,0.00294155,-0.0020737
2462,0.00281514,-0.00222119
2463,0.00247638,-0.00210374
2464,0.00200022,-0.00171842
2465,0.00147089,-0.00114275
2466,0.000965751,-0.000501399
2467,0.000545211,8.34897e-05
2468,0.000245849,0.000532284
2469,7.64621e-05,0.00082121
2470,1.92931e-05,0.000969474
2471,3.80704e-05,0.0010144
2472,9.02878e-05,0.000990648
2473,0.000137409,0.000921102
2474,0.000147625,0.000817475
2475,9.18632e-05,0.000684939
2476,-5.94651e-05,0.000528278
2477,-0.000330355,0.000359936
2478,-0.000722102,0.000208323
2479,-0.00119485,0.000119369
2480,-0.00166414,0.000143327
2481,-0.00202385,0.000307299
2482,-0.00219105,0.000587702
2483,-0.0021508,0.000903996
2484,-0.00197296,0.00114604
2485,-0.00178508,0.00122529
2486,-0.00171002,0.00112026
2487,-0.00180014,0.000885783
2488,-0.00200504,0.000617312
2489,-0.00219283,0.000391993
2490,-0.00221495,0.000224938
2491,-0.00197961,6.93305e-05
2492,-0.001495,-0.000141116
2493,-0.000861893,-0.000437402
2494,-0.000224197,-0.000785081
2495,0.000292546,-0.00109701
2496,0.000623017,-0.00127821
2497,0.000768829,-0.00127324
2498,0.000776302,-0.00108972
2499,0.000704819,-0.000790124
2500,0.000604187,-0.000463147
2501,0.000508232,-0.000192547
2502,0.000440313,-3.53495e-05
2503,0.000421675,-1.17194e-05
2504,0.000475885,-0.000104128
2505,0.000627337,-0.000264693
2506,0.000894501,-0.000430996
2507,0.00127906,-0.000547686
2508,0.00175304,-0.000585555
2509,0.00224946,-0.000548028
2510,0.002665,-0.000461152
2511,0.00288193,-0.000353707
2512,0.00280737,-0.000240433
2513,0.00241549,-0.000117929
2514,0.00177096,2.74974e-05
2515,0.00101654,0.000208939
2516,0.000324964,0.000432938
2517,-0.000165164,0.000698511
2518,-0.000398815,0.000995002
2519,-0.00041548,0.00129532
2520,-0.000317722,0.00155033
2521,-0.000215833,0.00169566
2522,-0.000178368,0.00167612
2523,-0.000212691,0.00147705
2524,-0.000281338,0.00114117
2525,-0.000340182,0.000754162
2526,-0.000374031,0.000403439
2527,-0.000409157,0.000136138
2528,-0.000496816,-5.41383e-05
2529,-0.000678559,-0.000202074
2530,-0.000954197,-0.000326811
2531,-0.00127184,-0.000405315
2532,-0.00154746,-0.000386782
2533,-0.00170504,-0.000239856
2534,-0.00171604,3.15508e-06
2535,-0.00161558,0.00024167
2536,-0.00148411,0.00035066
2537,-0.00140224,0.000246112
2538,-0.0014026,-7.0954e-05
2539,-0.00144604,-0.0005197
2540,-0.00143745,-0.000986899
2541,-0.00127442,-0.0013819
2542,-0.000903433,-0.0016638
2543,-0.00035375,-0.00183026
2544,0.000268441,-0.00188665
2545,0.00082125,-0.00182558
2546,0.00118186,-0.00163365
2547,0.00128907,-0.00131685
2548,0.00115777,-0.000920418
2549,0.000865201,-0.0005233
2550,0.000520344,-0.000207765
2551,0.00023018,-2.33074e-05
2552,7.24785e-05,3.24128e-05
2553,7.97582e-05,5.44745e-06
2554,0.00023654,-4.20538e-05
2555,0.000490652,-6.10504e-05
2556,0.000775962,-3.10856e-05
2557,0.00103809,4.23813e-05
2558,0.00125066,0.000142582
2559,0.00141269,0.000257282
2560,0.0015288,0.000387048
2561,0.00158621,0.000542425
2562,0.00154691,0.000732328
2563,0.00136439,0.000950767
2564,0.00101706,0.00117111
2565,0.000536511,0.00135443
2566,9.17803e-06,0.0014703
2567,-0.000453761,0.00151862
2568,-0.00076318,0.00153613
2569,-0.000888719,0.00157809
2570,-0.000864833,0.00168114
2571,-0.000764653,0.0018291
2572,-0.000659083,0.00194569
2573,-0.000585213,0.0019242
2574,-0.000539465,0.00168073
2575,-0.000494357,0.00120164
2576,-0.000424877,0.000558069
2577,-0.000328213,-0.000119635
2578,-0.000227859,-0.000691823
2579,-0.000163169,-0.00105711
2580,-0.000171744,-0.0011775
2581,-0.000272827,-0.00107779
2582,-0.000457286,-0.000829204
2583,-0.000686923,-0.000528591
2584,-0.000903576,-0.00027802
2585,-0.001046,-0.00016351
2586,-0.00106938,-0.00023357
2587,-0.000959855,-0.000484714
2588,-0.000737326,-0.000863644
2589,-0.000444867,-0.00128898
2590,-0.000129785,-0.00168282
2591,0.000173786,-0.00199451
2592,0.00045181,-0.00220393
2593,0.000703908,-0.0023059
2594,0.000928527,-0.00229153
2595,0.00110968,-0.00214335
2596,0.00121456,-0.00184956
2597,0.00120551,-0.00142662
2598,0.00106127,-0.00093176
2599,0.000796576,-0.000453272
2600,0.000467845,-8.11028e-05
2601,0.000158718,0.000127135
2602,-5.05138e-05,0.000167767
2603,-0.000115692,9.10972e-05
2604,-4.66683e-05,-1.83e-05
2605,0.000100259,-7.1893e-05
2606,0.000251946,-7.25293e-06
2607,0.000353537,0.000191389
2608,0.000389002,0.00048868
2609,0.000376287,0.000812559
2610,0.000342829,0.00108404
2611,0.000299867,0.00125133
2612,0.000233604,0.00131257
2613,0.000118041,0.0013151
2614,-6.19035e-05,0.00133012
2615,-0.000295495,0.00141516
2616,-0.000550626,0.00158401
2617,-0.000792971,0.00179925
2618,-0.0010036,0.00199042
2619,-0.00118058,0.00208734
2620,-0.00132369,0.002051
2621,-0.00141599,0.00188735
2622,-0.00141946,0.00163821
2623,-0.00129172,0.00135451
2624,-0.00101457,0.00106625
2625,-0.000615424,0.000766003
2626,-0.000166434,0.000417968
2627,0.000239414,-8.64873e-06
2628,0.000522054,-0.000499285
2629,0.000640295,-0.000973601
2630,0.000599259,-0.00130566
2631,0.000440294,-0.00138267
2632,0.000222599,-0.00117306
2633,6.35868e-06,-0.000762064
2634,-0.000157765,-0.000327082
2635,-0.000233285,-6.06326e-05
2636,-0.000199481,-8.25326e-05
2637,-5.19773e-05,-0.000391179
2638,0.000197108,-0.000879113
2639,0.000519734,-0.00139718
2640,0.00087386,-0.00182366
2641,0.00120783,-0.00209866
2642,0.00146855,-0.00221475
2643,0.00161321,-0.00218615
2644,0.0016215,-0.00202801
2645,0.00150228,-0.00175881
2646,0.00129019,-0.00141361
2647,0.00103238,-0.00104535
2648,0.000772144,-0.000705577
2649,0.000538004,-0.000418949
2650,0.000342898,-0.000175922
2651,0.000190133,4.63792e-05
2652,7.83946e-05,0.000251254
2653,6.57153e-07,0.000407591
2654,-6.03262e-05,0.000470496
2655,-0.00013159,0.000424508
2656,-0.000238819,0.000314212
2657,-0.000388606,0.000233006
2658,-0.00055711,0.000271893
2659,-0.000697323,0.000462158
2660,-0.000765166,0.000752769
2661,-0.000749699,0.00103952
2662,-0.000686788,0.00122668
2663,-0.000644575,0.00128048
2664,-0.000687573,0.00124191
2665,-0.000841059,0.00119519
2666,-0.00107762,0.00121541
2667,-0.00133314,0.00132725
2668,-0.00154043,0.00149391
2669,-0.00165885,0.0016361
2670,-0.00168301,0.00166749
2671,-0.00162884,0.00153077
2672,-0.0015098,0.00122174
2673,-0.00132076,0.000793193
2674,-0.00104025,0.000335486
2675,-0.00064997,-6.08902e-05
2676,-0.00016037,-0.000344077
2677,0.000372974,-0.00051935
2678,0.000853501,-0.0006342
2679,0.0011712,-0.000737596
2680,0.00124522,-0.000840306
2681,0.00106386,-0.000904963
2682,0.000701567,-0.000874751
2683,0.000299913,-0.000721379
2684,1.6386e-05,-0.000478028
2685,-3.73944e-05,-0.000233269
2686,0.000161768,-8.98386e-05
2687,0.000546546,-0.000115853
2688,0.000996933,-0.000317954
2689,0.0013957,-0.000646773
2690,0.00167122,-0.00102245
2691,0.00180845,-0.00136004
2692,0.00183011,-0.00158456
2693,0.00176748,-0.00164048
2694,0.00164129,-0.00150413
2695,0.00146107,-0.00119766
2696,0.00123578,-0.000791043
2697,0.000982395,-0.000380052
2698,0.000724683,-4.55343e-05
2699,0.000485075,0.000182558
2700,0.000277723,0.000330795
2701,0.000107711,0.000451945
2702,-2.60799e-05,0.000579983
2703,-0.000130202,0.00070352
2704,-0.000219607,0.000776726
2705,-0.00031907,0.000757818
2706,-0.00045598,0.000644594
2707,-0.000643972,0.000480593
2708,-0.000866926,0.000329687
2709,-0.00107705,0.000240638
2710,-0.00121388,0.000227512
2711,-0.00123666,0.000275605
2712,-0.00115179,0.000361472
2713,-0.00101731,0.000467747
2714,-0.000919655,0.000583173
2715,-0.000933722,0.000694161
2716,-0.00108671,0.00078098
2717,-0.00134332,0.000824196
2718,-0.00161817,0.000814458
2719,-0.00180872,0.000754304
2720,-0.00183384,0.000648938
2721,-0.00166283,0.000495151
2722,-0.00132418,0.000281304
2723,-0.000891119,1.81126e-06
2724,-0.000450059,-0.000324577
2725,-6.58107e-05,-0.000649121
2726,0.000239582,-0.000907952
2727,0.000483207,-0.00104959
2728,0.000694795,-0.00105754
2729,0.000883741,-0.000954401
2730,0.00102189,-0.000787383
2731,0.00105613,-0.000606346
2732,0.000945906,-0.000447006
2733,0.000703265,-0.000324769
2734,0.000408312,-0.000237303
2735,0.000186291,-0.000171921
2736,0.000154871,-0.000115569
2737,0.000368419,-6.55365e-05
2738,0.000788478,-3.58747e-05
2739,0.00129565,-5.25789e-05
2740,0.00173673,-0.000135515
2741,0.00198421,-0.000276017
2742,0.00198179,-0.000427031
2743,0.00175779,-0.000518025
2744,0.00140408,-0.000489904
2745,0.00103249,-0.000328115
2746,0.000728669,-7.02276e-05
2747,0.00052337,0.000218508
2748,0.000392035,0.000484126
2749,0.000280292,0.000708611
2750,0.000140313,0.000903015
2751,-4.20701e-05,0.0010774
2752,-0.000243521,0.00121462
2753,-0.00042248,0.00127117
2754,-0.000547436,0.00120524
2755,-0.000615565,0.00100949
2756,-0.000650933,0.000722442
2757,-0.000685978,0.000409941
2758,-0.000740644,0.000131908
2759,-0.000813088,-8.08911e-05
2760,-0.000885795,-0.000226108
2761,-0.000939762,-0.000311625
2762,-0.000965782,-0.000338769
2763,-0.000967127,-0.000300955
2764,-0.000956002,-0.000196328
2765,-0.000949325,-4.1445e-05
2766,-0.000965714,0.000125737
2767,-0.0010202,0.000255051
2768,-0.00111328,0.000298491
2769,-0.00121801,0.000222807
2770,-0.00127632,1.87059e-05
2771,-0.00121488,-0.000292482
2772,-0.000979439,-0.00065724
2773,-0.000570637,-0.000999847
2774,-5.82799e-05,-0.00124665
2775,0.000439594,-0.00135592
2776,0.000805422,-0.00133521
2777,0.000972865,-0.0012319
2778,0.000951484,-0.00110085
2779,0.000812831,-0.000970929
2780,0.000648391,-0.000835143
2781,0.000525011,-0.000670684
2782,0.000461812,-0.000470746
2783,0.000437206,-0.000259857
2784,0.000416709,-7.86622e-05
2785,0.000382622,4.87507e-05
2786,0.000348942,0.00013547
2787,0.000355067,0.000220336
2788,0.000442955,0.000332564
2789,0.000629653,0.000462676
2790,0.00088882,0.000566247
2791,0.00115145,0.000599405
2792,0.00132815,0.000557367
2793,0.00134501,0.000483579
2794,0.00117666,0.000441246
2795,0.000859205,0.000470383
2796,0.000474524,0.00056527
2797,0.000113411,0.000689143
2798,-0.000162725,0.000811064
2799,-0.000340871,0.000931517
2800,-0.000447805,0.001074
2801,-0.000522821,0.00124989
2802,-0.000591049,0.00142734
2803,-0.000653126,0.00153241
2804,-0.000693414,0.00148505
2805,-0.000696223,0.00124554
2806,-0.000656871,0.000840236
2807,-0.000582129,0.000351842
2808,-0.000484641,-0.000115973
2809,-0.000379296,-0.000476823
2810,-0.000284448,-0.000684689
2811,-0.000223352,-0.000738222
2812,-0.000219291,-0.000672572
2813,-0.000283817,-0.000545058
2814,-0.000405664,-0.000416882
2815,-0.000550077,-0.000333229
2816,-0.000671615,-0.000309285
2817,-0.00073319,-0.000332066
2818,-0.000719056,-0.000380312
2819,-0.000634189,-0.000450209
2820,-0.000493011,-0.000566064
2821,-0.000307909,-0.000763062
2822,-8.63818e-05,-0.00105071
2823,0.00016288,-0.00138403
2824,0.00042245,-0.00166819
2825,0.000664928,-0.00179993
2826,0.000859393,-0.00172154
2827,0.000980265,-0.00145255
2828,0.00101253,-0.001079
2829,0.000952296,-0.000708794
2830,0.000806706,-0.000422444
2831,0.000596387,-0.000246797
2832,0.00035816,-0.00015982
2833,0.000141098,-0.000113953
2834,-8.10859e-06,-5.96671e-05
2835,-6.52551e-05,4.02476e-05
2836,-4.12104e-05,0.000203348
2837,2.4196e-05,0.000421978
2838,8.59971e-05,0.000660874
2839,0.000120855,0.000865328
2840,0.000138006,0.000983398
2841,0.000165929,0.000993481
2842,0.000223912,0.000919535
2843,0.000299348,0.000820894
2844,0.000347908,0.000760564
2845,0.000317285,0.000772029
2846,0.00017833,0.000846436
2847,-5.73311e-05,0.000947166
2848,-0.000343623,0.00103904
2849,-0.000623651,0.00110996
2850,-0.000853286,0.00117056
2851,-0.00101029,0.00123468
2852,-0.00108747,0.00129713
2853,-0.00108058,0.00132501
2854,-0.000983883,0.00126805
2855,-0.0007977,0.00108108
2856,-0.000541125,0.000746927
2857,-0.000257225,0.000290209
2858,-3.12689e-06,-0.000222065
2859,0.00017174,-0.000693948
2860,0.000246791,-0.0010265
2861,0.000237677,-0.00115072
2862,0.000184855,-0.00105619
2863,0.000129934,-0.000801212
2864,9.41265e-05,-0.000495342
2865,7.20593e-05,-0.000258605
2866,4.46989e-05,-0.000175199
2867,2.8065e-06,-0.000264137
2868,-3.53358e-05,-0.000480527
2869,-2.57833e-05,-0.000744446
2870,7.77332e-05,-0.000980393
2871,0.000291776,-0.00114709
2872,0.000583061,-0.00124512
2873,0.00087549,-0.00130245
2874,0.00108333,-0.00134781
2875,0.00115232,-0.00138613
2876,0.00108432,-0.00138882
2877,0.00093071,-0.00130529
2878,0.000759742,-0.00109275
2879,0.000619,-0.00074991
2880,0.00051594,-0.000334137
2881,0.000425546,5.3387e-05
2882,0.000315566,0.00031294
2883,0.0001699,0.000399236
2884,-4.22812e-06,0.000349688
2885,-0.000185277,0.000266814
2886,-0.000350987,0.000261641
2887,-0.000484985,0.000391202
2888,-0.000574586,0.000628547
2889,-0.000607558,0.000882787
2890,-0.000576062,0.00105406
2891,-0.000487237,0.00108725
2892,-0.000370652,0.000993218
2893,-0.000272526,0.000831612
2894,-0.000236439,0.000674347
2895,-0.000282233,0.000575827
2896,-0.000398039,0.000562645
2897,-0.000551382,0.000637031
2898,-0.00071087,0.000780967
2899,-0.000861861,0.000955934
2900,-0.00100449,0.00110549
2901,-0.00113669,0.00117014
2902,-0.00123682,0.0011125
2903,-0.00126141,0.000936965
2904,-0.00116202,0.000686766
2905,-0.000912221,0.000416501
2906,-0.000528236,0.000158781
2907,-7.15845e-05,-8.95155e-05
2908,0.000367675,-0.000349698
2909,0.000699246,-0.000625772
2910,0.000861274,-0.000880069
2911,0.000840102,-0.00104206
2912,0.000675284,-0.00104758
2913,0.000447548,-0.000882551
2914,0.000251756,-0.000601191
2915,0.000162955,-0.000306431
2916,0.000209049,-0.000105046
2917,0.000363483,-6.37954e-05
2918,0.000562873,-0.000188171
2919,0.000741038,-0.000428802
2920,0.0008608,-0.000706072
2921,0.000925933,-0.000939298
2922,0.000967954,-0.00107097
2923,0.00101807,-0.00108147
2924,0.00108284,-0.000991438
2925,0.00113809,-0.000849294
2926,0.00114271,-0.000706411
2927,0.00106219,-0.000590077
2928,0.000887993,-0.000489709
2929,0.000643654,-0.000366645
2930,0.000376498,-0.000183373
2931,0.0001397,6.60852e-05
2932,-2.86262e-05,0.000345257
2933,-0.000122187,0.000591715
2934,-0.000171837,0.000750099
2935,-0.000233873,0.000799867
2936,-0.000362072,0.000761015
2937,-0.000574448,0.000677258
2938,-0.000833422,0.000590791
2939,-0.00105531,0.000525195
2940,-0.00114984,0.00048358
2941,-0.00107055,0.000457145
2942,-0.00084676,0.000434593
2943,-0.000575493,0.000407182
2944,-0.000375839,0.000371012
2945,-0.000331252,0.000330017
2946,-0.000453008,0.00029885
2947,-0.000683785,0.000300179
2948,-0.00093477,0.000352591
2949,-0.00113041,0.000453434
2950,-0.00123433,0.000568531
2951,-0.00124664,0.000639711
2952,-0.00118258,0.000610189
2953,-0.00105236,0.00045443
2954,-0.000855628,0.000193926
2955,-0.000590539,-0.000111817
2956,-0.000266714,-0.000393896
2957,8.84959e-05,-0.000604508
2958,0.00043362,-0.000731327
2959,0.000722487,-0.000789599
2960,0.00091408,-0.000800844
2961,0.000980989,-0.000774766
2962,0.000917617,-0.000706587
2963,0.000747763,-0.000589577
2964,0.00052691,-0.00043139
2965,0.000332746,-0.000260586
2966,0.000242007,-0.000117366
2967,0.000300773,-3.4274e-05
2968,0.000502316,-1.99625e-05
2969,0.000785567,-5.70949e-05
2970,0.00105775,-0.000115513
2971,0.001232,-0.000171058
2972,0.00126266,-0.000216568
2973,0.0011616,-0.000257653
2974,0.000988312,-0.000297539
2975,0.000818799,-0.000324041
2976,0.000708174,-0.00031042
2977,0.000664774,-0.000231076
2978,0.000648396,-8.07067e-05
2979,0.000593909,0.000118291
2980,0.000448716,0.000327016
2981,0.000204438,0.000512048
2982,-9.50372e-05,0.000661314
2983,-0.000374893,0.000781356
2984,-0.000569021,0.000878588
2985,-0.000655236,0.00094097
2986,-0.000664848,0.000937104
2987,-0.000660351,0.000836046
2988,-0.00069472,0.000633708
2989,-0.000777581,0.000365147
2990,-0.000869423,9.21662e-05
2991,-0.000907395,-0.000125526
2992,-0.000846573,-0.000255228
2993,-0.00069145,-0.000296338
2994,-0.000499065,-0.000266612
2995,-0.000352571,-0.000185225
2996,-0.000320714,-6.81628e-05
2997,-0.000425034,6.26634e-05
2998,-0.000630381,0.000170128
2999,-0.000860971,0.000207742
3000,-0.00103192,0.000142319
3001,-0.00108086,-2.20462e-05
3002,-0.00098663,-0.000239161
3003,-0.00076982,-0.000442784
3004,-0.000478035,-0.00058255
3005,-0.000164828,-0.000649214
3006,0.000127603,-0.000672092
3007,0.000375348,-0.000692089
3008,0.000569097,-0.000730948
3009,0.00070546,-0.000778023
3010,0.000780767,-0.000800822
3011,0.000791589,-0.000767989
3012,0.000740391,-0.000667024
3013,0.00064069,-0.000507109
3014,0.00051688,-0.000310646
3015,0.000398484,-0.000103804
3016,0.000312807,8.78274e-05
3017,0.000280074,0.000240889
3018,0.000311462,0.000338861
3019,0.000407051,0.000380019
3020,0.000551676,0.000381606
3021,0.000711496,0.000372397
3022,0.000837914,0.000374681
3023,0.000882967,0.000387752
3024,0.000821587,0.000387462
3025,0.000667667,0.000345983
3026,0.000470878,0.000259786
3027,0.000292009,0.000165042
3028,0.000169665,0.000126308
3029,9.91768e-05,0.000202457
3030,3.81935e-05,0.000410114
3031,-6.38152e-05,0.000707422
3032,-0.000231061,0.00100819
3033,-0.000444103,0.001218
3034,-0.000649854,0.00127217
3035,-0.00079081,0.0011571
3036,-0.000833997,0.000908042
3037,-0.000782839,0.000588938
3038,-0.000668556,0.000266318
3039,-0.000530838,-1.15293e-05
3040,-0.000401445,-0.000223908
3041,-0.000298241,-0.000374602
3042,-0.00022789,-0.00047951
3043,-0.000190718,-0.000551409
3044,-0.00018334,-0.000589803
3045,-0.000199517,-0.000582099
3046,-0.000231832,-0.000516515
3047,-0.000274469,-0.000399491
3048,-0.000324207,-0.000265823
3049,-0.000376947,-0.000172349
3050,-0.000421433,-0.000175254
3051,-0.000436156,-0.000301668
3052,-0.00039485,-0.000531148
3053,-0.000279739,-0.000798551
3054,-9.45785e-05,-0.00101871
3055,0.00013215,-0.00112175
3056,0.000357555,-0.00108236
3057,0.000542339,-0.000928988
3058,0.000665181,-0.000729017
3059,0.000725086,-0.000557039
3060,0.0007323,-0.000461206
3061,0.000696426,-0.000443175
3062,0.000621194,-0.000460381
3063,0.000508844,-0.000448598
3064,0.000368838,-0.000353213
3065,0.000222267,-0.000154311
3066,9.71513e-05,0.000125085
3067,1.71981e-05,0.000429214
3068,-8.4161e-06,0.000691491
3069,1.22907e-05,0.00085802
3070,5.99533e-05,0.000904519
3071,0.00011367,0.000842639
3072,0.000158643,0.000714823
3073,0.000188122,0.000578788
3074,0.000200265,0.000485304
3075,0.000193159,0.000457284
3076,0.000161385,0.000481178
3077,9.60808e-05,0.00051857
3078,-1.12141e-05,0.000534742
3079,-0.00016221,0.000527598
3080,-0.000345788,0.000535456
3081,-0.000536007,0.00061287
3082,-0.00069719,0.000785784
3083,-0.000795733,0.00101573
3084,-0.000813522,0.00120191
3085,-0.000755302,0.00122726
3086,-0.000644679,0.00102367
3087,-0.000510416,0.000615807
3088,-0.000371599,0.000114261
3089,-0.000231776,-0.000338771
3090,-8.61661e-05,-0.000637589
3091,6.36899e-05,-0.000754408
3092,0.000199683,-0.000734043
3093,0.000290632,-0.000653372
3094,0.000308922,-0.000576579
3095,0.000249495,-0.000532609
3096,0.000137755,-0.000520111
3097,2.01181e-05,-0.000525876
3098,-5.72364e-05,-0.000539247
3099,-6.81337e-05,-0.000555728
3100,-1.33067e-05,-0.000575021
3101,8.73283e-05,-0.000600778
3102,0.000209022,-0.000642016
3103,0.0003325,-0.000709654
3104,0.000445207,-0.000804764
3105,0.000537008,-0.000905645
3106,0.000597943,-0.000967438
3107,0.000622134,-0.00094165
3108,0.000614335,-0.000806706
3109,0.000591068,-0.000588189
3110,0.000571441,-0.000351128
3111,0.000561577,-0.00016571
3112,0.000544039,-6.77735e-05
3113,0.000482753,-4.01825e-05
3114,0.000344178,-2.65211e-05
3115,0.00012315,3.37993e-05
3116,-0.000143821,0.000172697
3117,-0.000389014,0.000381063
3118,-0.000544344,0.00061818
3119,-0.000575538,0.000830791
3120,-0.000499286,0.000969426
3121,-0.000372745,0.00099902
3122,-0.000261688,0.000908191
3123,-0.000206618,0.000718897
3124,-0.000207003,0.000489444
3125,-0.00023187,0.000300447
3126,-0.000248199,0.000222542
3127,-0.000247749,0.00028074
3128,-0.000254771,0.000438917
3129,-0.000309899,0.000618537
3130,-0.000440756,0.000742845
3131,-0.000637834,0.000778366
3132,-0.000850484,0.000745826
3133,-0.00100558,0.000693787
3134,-0.00103857,0.000655089
3135,-0.000920885,0.000618249
3136,-0.000671002,0.000534384
3137,-0.000345947,0.000354082
3138,-1.91855e-05,6.759e-05
3139,0.00024472,-0.00027939
3140,0.000409134,-0.00060406
3141,0.000472669,-0.000826005
3142,0.000463941,-0.00090326
3143,0.000426574,-0.000845954
3144,0.000400036,-0.000704488
3145,0.000403633,-0.000543351
3146,0.000430661,-0.000415902
3147,0.000456084,-0.000350228
3148,0.000454617,-0.00034777
3149,0.000419705,-0.000390735
3150,0.000371938,-0.00045301
3151,0.000350292,-0.000510498
3152,0.000389581,-0.000548293
3153,0.000496718,-0.000563156
3154,0.000640712,-0.000560998
3155,0.000764252,-0.000550791
3156,0.000811964,-0.000537704
3157,0.000759806,-0.000518589
3158,0.000628426,-0.000481882
3159,0.000472222,-0.000412289
3160,0.000349854,-0.000298741
3161,0.000292666,-0.000142366
3162,0.000288298,3.9818e-05
3163,0.00028782,0.000218929
3164,0.00023165,0.000365826
3165,8.02263e-05,0.000464948
3166,-0.000165504,0.000521813
3167,-0.000462147,0.000557884
3168,-0.000739551,0.00059448
3169,-0.000926405,0.000635901
3170,-0.000975779,0.00066418
3171,-0.000882127,0.000650623
3172,-0.000684421,0.000577004
3173,-0.000453868,0.000451442
3174,-0.000269282,0.00030727
3175,-0.00018831,0.000185791
3176,-0.000226179,0.000115736
3177,-0.000352323,0.000103738
3178,-0.000507769,0.00014003
3179,-0.000635238,0.000210723
3180,-0.000706008,0.000303777
3181,-0.000728324,0.000403769
3182,-0.000732587,0.000483362
3183,-0.000742722,0.000504656
3184,-0.000752283,0.000435596
3185,-0.000721504,0.000271837
3186,-0.000598816,4.63082e-05
3187,-0.000355006,-0.000184247
3188,-9.72787e-06,-0.000368953
3189,0.00036635,-0.000488286
3190,0.00067713,-0.000557178
3191,0.000842491,-0.000604543
3192,0.000834831,-0.000646046
3193,0.000692194,-0.000671384
3194,0.000501018,-0.000654792
3195,0.000356535,-0.000578719
3196,0.000319973,-0.000451117
3197,0.000393502,-0.000303446
3198,0.000525127,-0.000172716
3199,0.000640402,-8.2593e-05
3200,0.000683603,-3.68502e-05
3201,0.000645795,-2.65417e-05
3202,0.000564737,-4.13671e-05
3203,0.000498031,-7.48678e-05
3204,0.000486716,-0.000121231
3205,0.000531603,-0.000169873
